# ZDC LUT for HI running 2023, first pass implementation
# Scaling factor of 10000 used for double -> int conversion
#<header> V1 13 32 </header>

0 10000 # Scaling Factor
1 1659 # [index ibit=0], [index idet=0]
610 4383025 # [index ibit=97], [index idet=2]
611 4503762 # [index ibit=98], [index idet=2]
612 4624499 # [index ibit=99], [index idet=2]
613 4805581 # [index ibit=100], [index idet=2]
614 5047031 # [index ibit=101], [index idet=2]
615 5288482 # [index ibit=102], [index idet=2]
616 5529932 # [index ibit=103], [index idet=2]
617 5771382 # [index ibit=104], [index idet=2]
618 6012832 # [index ibit=105], [index idet=2]
619 6254283 # [index ibit=106], [index idet=2]
620 6495733 # [index ibit=107], [index idet=2]
621 6737183 # [index ibit=108], [index idet=2]
622 6978657 # [index ibit=109], [index idet=2]
623 7220107 # [index ibit=110], [index idet=2]
624 7461558 # [index ibit=111], [index idet=2]
625 7703008 # [index ibit=112], [index idet=2]
626 7944458 # [index ibit=113], [index idet=2]
627 8185909 # [index ibit=114], [index idet=2]
628 8427359 # [index ibit=115], [index idet=2]
629 8668809 # [index ibit=116], [index idet=2]
630 8910259 # [index ibit=117], [index idet=2]
631 9151710 # [index ibit=118], [index idet=2]
632 9393160 # [index ibit=119], [index idet=2]
633 9634610 # [index ibit=120], [index idet=2]
634 9996798 # [index ibit=121], [index idet=2]
635 10479698 # [index ibit=122], [index idet=2]
636 10962599 # [index ibit=123], [index idet=2]
637 11445499 # [index ibit=124], [index idet=2]
638 11928423 # [index ibit=125], [index idet=2]
639 12411324 # [index ibit=126], [index idet=2]
640 12894225 # [index ibit=127], [index idet=2]
641 11726522 # [index ibit=128], [index idet=2]
642 12207052 # [index ibit=129], [index idet=2]
643 12687582 # [index ibit=130], [index idet=2]
644 13168089 # [index ibit=131], [index idet=2]
645 13648619 # [index ibit=132], [index idet=2]
646 14129149 # [index ibit=133], [index idet=2]
647 14609679 # [index ibit=134], [index idet=2]
648 15090209 # [index ibit=135], [index idet=2]
649 15570715 # [index ibit=136], [index idet=2]
650 16051245 # [index ibit=137], [index idet=2]
651 16531775 # [index ibit=138], [index idet=2]
652 17012305 # [index ibit=139], [index idet=2]
653 17492835 # [index ibit=140], [index idet=2]
654 17973342 # [index ibit=141], [index idet=2]
655 18453872 # [index ibit=142], [index idet=2]
656 18934402 # [index ibit=143], [index idet=2]
657 19655185 # [index ibit=144], [index idet=2]
658 20616245 # [index ibit=145], [index idet=2]
659 21577281 # [index ibit=146], [index idet=2]
660 22538341 # [index ibit=147], [index idet=2]
661 23499331 # [index ibit=148], [index idet=2]
662 24460485 # [index ibit=149], [index idet=2]
663 25421404 # [index ibit=150], [index idet=2]
664 26382558 # [index ibit=151], [index idet=2]
665 27343477 # [index ibit=152], [index idet=2]
666 28304631 # [index ibit=153], [index idet=2]
667 29265784 # [index ibit=154], [index idet=2]
668 30226704 # [index ibit=155], [index idet=2]
669 31187857 # [index ibit=156], [index idet=2]
670 32148777 # [index ibit=157], [index idet=2]
671 33109930 # [index ibit=158], [index idet=2]
672 34070850 # [index ibit=159], [index idet=2]
673 35032003 # [index ibit=160], [index idet=2]
674 35993157 # [index ibit=161], [index idet=2]
675 36954076 # [index ibit=162], [index idet=2]
676 37915230 # [index ibit=163], [index idet=2]
677 39356609 # [index ibit=164], [index idet=2]
678 41278917 # [index ibit=165], [index idet=2]
679 43200990 # [index ibit=166], [index idet=2]
680 45123063 # [index ibit=167], [index idet=2]
681 47045136 # [index ibit=168], [index idet=2]
682 48967208 # [index ibit=169], [index idet=2]
683 50889281 # [index ibit=170], [index idet=2]
684 52811354 # [index ibit=171], [index idet=2]
685 54733427 # [index ibit=172], [index idet=2]
686 56655735 # [index ibit=173], [index idet=2]
687 58577808 # [index ibit=174], [index idet=2]
688 60499881 # [index ibit=175], [index idet=2]
689 62421954 # [index ibit=176], [index idet=2]
690 64344027 # [index ibit=177], [index idet=2]
691 66266100 # [index ibit=178], [index idet=2]
692 68188173 # [index ibit=179], [index idet=2]
693 70110246 # [index ibit=180], [index idet=2]
694 72032319 # [index ibit=181], [index idet=2]
695 73954627 # [index ibit=182], [index idet=2]
696 75876700 # [index ibit=183], [index idet=2]
697 77798773 # [index ibit=184], [index idet=2]
698 80681999 # [index ibit=185], [index idet=2]
699 84526145 # [index ibit=186], [index idet=2]
700 88370291 # [index ibit=187], [index idet=2]
701 92214437 # [index ibit=188], [index idet=2]
702 96058583 # [index ibit=189], [index idet=2]
703 99902964 # [index ibit=190], [index idet=2]
704 103747110 # [index ibit=191], [index idet=2]
705 96525664 # [index ibit=192], [index idet=2]
706 100301978 # [index ibit=193], [index idet=2]
707 104078057 # [index ibit=194], [index idet=2]
708 107854370 # [index ibit=195], [index idet=2]
709 111630449 # [index ibit=196], [index idet=2]
710 115406763 # [index ibit=197], [index idet=2]
711 119182841 # [index ibit=198], [index idet=2]
712 122959155 # [index ibit=199], [index idet=2]
713 126735234 # [index ibit=200], [index idet=2]
714 130511313 # [index ibit=201], [index idet=2]
715 134287626 # [index ibit=202], [index idet=2]
716 138063705 # [index ibit=203], [index idet=2]
717 141840019 # [index ibit=204], [index idet=2]
718 145616098 # [index ibit=205], [index idet=2]
719 149392411 # [index ibit=206], [index idet=2]
720 153168490 # [index ibit=207], [index idet=2]
721 158832843 # [index ibit=208], [index idet=2]
722 166385236 # [index ibit=209], [index idet=2]
723 173937628 # [index ibit=210], [index idet=2]
724 181490021 # [index ibit=211], [index idet=2]
725 189042413 # [index ibit=212], [index idet=2]
726 196594806 # [index ibit=213], [index idet=2]
727 204147198 # [index ibit=214], [index idet=2]
728 211699591 # [index ibit=215], [index idet=2]
729 219251983 # [index ibit=216], [index idet=2]
730 226804376 # [index ibit=217], [index idet=2]
731 234356768 # [index ibit=218], [index idet=2]
732 241907987 # [index ibit=219], [index idet=2]
733 249461084 # [index ibit=220], [index idet=2]
734 257014180 # [index ibit=221], [index idet=2]
735 264567277 # [index ibit=222], [index idet=2]
736 272118027 # [index ibit=223], [index idet=2]
737 279671123 # [index ibit=224], [index idet=2]
738 287224220 # [index ibit=225], [index idet=2]
739 294774969 # [index ibit=226], [index idet=2]
740 302328066 # [index ibit=227], [index idet=2]
741 313657711 # [index ibit=228], [index idet=2]
742 328761557 # [index ibit=229], [index idet=2]
743 343865403 # [index ibit=230], [index idet=2]
744 358971596 # [index ibit=231], [index idet=2]
745 374075443 # [index ibit=232], [index idet=2]
746 389181636 # [index ibit=233], [index idet=2]
747 404285482 # [index ibit=234], [index idet=2]
748 419389328 # [index ibit=235], [index idet=2]
749 434495521 # [index ibit=236], [index idet=2]
750 449599367 # [index ibit=237], [index idet=2]
751 464705561 # [index ibit=238], [index idet=2]
752 479809407 # [index ibit=239], [index idet=2]
753 494913253 # [index ibit=240], [index idet=2]
754 510019446 # [index ibit=241], [index idet=2]
755 525123292 # [index ibit=242], [index idet=2]
756 540229486 # [index ibit=243], [index idet=2]
757 555333332 # [index ibit=244], [index idet=2]
758 570437178 # [index ibit=245], [index idet=2]
759 585543371 # [index ibit=246], [index idet=2]
760 600647217 # [index ibit=247], [index idet=2]
761 615753411 # [index ibit=248], [index idet=2]
762 638410353 # [index ibit=249], [index idet=2]
763 668618046 # [index ibit=250], [index idet=2]
764 698828085 # [index ibit=251], [index idet=2]
765 729038124 # [index ibit=252], [index idet=2]
766 759248164 # [index ibit=253], [index idet=2]
767 789458203 # [index ibit=254], [index idet=2]
768 819665895 # [index ibit=255], [index idet=2]
769 3155 # [index ibit=0], [index idet=3]
770 9467 # [index ibit=1], [index idet=3]
771 15779 # [index ibit=2], [index idet=3]
772 22091 # [index ibit=3], [index idet=3]
773 28403 # [index ibit=4], [index idet=3]
774 34714 # [index ibit=5], [index idet=3]
775 41026 # [index ibit=6], [index idet=3]
776 47338 # [index ibit=7], [index idet=3]
777 53650 # [index ibit=8], [index idet=3]
778 59961 # [index ibit=9], [index idet=3]
779 66273 # [index ibit=10], [index idet=3]
780 72585 # [index ibit=11], [index idet=3]
781 78897 # [index ibit=12], [index idet=3]
782 85209 # [index ibit=13], [index idet=3]
783 91520 # [index ibit=14], [index idet=3]
784 97832 # [index ibit=15], [index idet=3]
785 107300 # [index ibit=16], [index idet=3]
786 119923 # [index ibit=17], [index idet=3]
787 132547 # [index ibit=18], [index idet=3]
788 145171 # [index ibit=19], [index idet=3]
789 157794 # [index ibit=20], [index idet=3]
790 170418 # [index ibit=21], [index idet=3]
791 183041 # [index ibit=22], [index idet=3]
792 195664 # [index ibit=23], [index idet=3]
793 208289 # [index ibit=24], [index idet=3]
794 220912 # [index ibit=25], [index idet=3]
795 233535 # [index ibit=26], [index idet=3]
796 246159 # [index ibit=27], [index idet=3]
797 258783 # [index ibit=28], [index idet=3]
798 271407 # [index ibit=29], [index idet=3]
799 284030 # [index ibit=30], [index idet=3]
800 296655 # [index ibit=31], [index idet=3]
801 309278 # [index ibit=32], [index idet=3]
802 321901 # [index ibit=33], [index idet=3]
803 334524 # [index ibit=34], [index idet=3]
804 347149 # [index ibit=35], [index idet=3]
805 366083 # [index ibit=36], [index idet=3]
806 391331 # [index ibit=37], [index idet=3]
807 416577 # [index ibit=38], [index idet=3]
808 441825 # [index ibit=39], [index idet=3]
809 467071 # [index ibit=40], [index idet=3]
810 492319 # [index ibit=41], [index idet=3]
811 517566 # [index ibit=42], [index idet=3]
812 542814 # [index ibit=43], [index idet=3]
813 568060 # [index ibit=44], [index idet=3]
814 593308 # [index ibit=45], [index idet=3]
815 618556 # [index ibit=46], [index idet=3]
816 643802 # [index ibit=47], [index idet=3]
817 669050 # [index ibit=48], [index idet=3]
818 694296 # [index ibit=49], [index idet=3]
819 719544 # [index ibit=50], [index idet=3]
820 744790 # [index ibit=51], [index idet=3]
821 770038 # [index ibit=52], [index idet=3]
822 795284 # [index ibit=53], [index idet=3]
823 820532 # [index ibit=54], [index idet=3]
824 845780 # [index ibit=55], [index idet=3]
825 871026 # [index ibit=56], [index idet=3]
826 908897 # [index ibit=57], [index idet=3]
827 959391 # [index ibit=58], [index idet=3]
828 1009886 # [index ibit=59], [index idet=3]
829 1060380 # [index ibit=60], [index idet=3]
830 1110874 # [index ibit=61], [index idet=3]
831 1161368 # [index ibit=62], [index idet=3]
832 1211864 # [index ibit=63], [index idet=3]
833 1103646 # [index ibit=64], [index idet=3]
834 1153558 # [index ibit=65], [index idet=3]
835 1203472 # [index ibit=66], [index idet=3]
836 1253386 # [index ibit=67], [index idet=3]
837 1303299 # [index ibit=68], [index idet=3]
838 1353211 # [index ibit=69], [index idet=3]
839 1403125 # [index ibit=70], [index idet=3]
840 1453039 # [index ibit=71], [index idet=3]
841 1502951 # [index ibit=72], [index idet=3]
842 1552865 # [index ibit=73], [index idet=3]
843 1602778 # [index ibit=74], [index idet=3]
844 1652690 # [index ibit=75], [index idet=3]
845 1702604 # [index ibit=76], [index idet=3]
846 1752518 # [index ibit=77], [index idet=3]
847 1802430 # [index ibit=78], [index idet=3]
848 1852343 # [index ibit=79], [index idet=3]
849 1927214 # [index ibit=80], [index idet=3]
850 2027042 # [index ibit=81], [index idet=3]
851 2126858 # [index ibit=82], [index idet=3]
852 2226693 # [index ibit=83], [index idet=3]
853 2326509 # [index ibit=84], [index idet=3]
854 2426344 # [index ibit=85], [index idet=3]
855 2526180 # [index ibit=86], [index idet=3]
856 2625996 # [index ibit=87], [index idet=3]
857 2725831 # [index ibit=88], [index idet=3]
858 2825647 # [index ibit=89], [index idet=3]
859 2925483 # [index ibit=90], [index idet=3]
860 3025298 # [index ibit=91], [index idet=3]
861 3125134 # [index ibit=92], [index idet=3]
862 3224950 # [index ibit=93], [index idet=3]
863 3324785 # [index ibit=94], [index idet=3]
864 3424601 # [index ibit=95], [index idet=3]
865 3524437 # [index ibit=96], [index idet=3]
866 3624252 # [index ibit=97], [index idet=3]
867 3724088 # [index ibit=98], [index idet=3]
868 3823923 # [index ibit=99], [index idet=3]
869 3973657 # [index ibit=100], [index idet=3]
870 4173308 # [index ibit=101], [index idet=3]
871 4372960 # [index ibit=102], [index idet=3]
872 4572611 # [index ibit=103], [index idet=3]
873 4772262 # [index ibit=104], [index idet=3]
874 4971914 # [index ibit=105], [index idet=3]
875 5171565 # [index ibit=106], [index idet=3]
876 5371216 # [index ibit=107], [index idet=3]
877 5570868 # [index ibit=108], [index idet=3]
878 5770538 # [index ibit=109], [index idet=3]
879 5970190 # [index ibit=110], [index idet=3]
880 6169841 # [index ibit=111], [index idet=3]
881 6369492 # [index ibit=112], [index idet=3]
882 6569144 # [index ibit=113], [index idet=3]
883 6768795 # [index ibit=114], [index idet=3]
884 6968446 # [index ibit=115], [index idet=3]
885 7168098 # [index ibit=116], [index idet=3]
886 7367749 # [index ibit=117], [index idet=3]
887 7567400 # [index ibit=118], [index idet=3]
888 7767052 # [index ibit=119], [index idet=3]
889 7966703 # [index ibit=120], [index idet=3]
890 8266190 # [index ibit=121], [index idet=3]
891 8665492 # [index ibit=122], [index idet=3]
892 9064795 # [index ibit=123], [index idet=3]
893 9464098 # [index ibit=124], [index idet=3]
894 9863420 # [index ibit=125], [index idet=3]
895 10262722 # [index ibit=126], [index idet=3]
896 10662025 # [index ibit=127], [index idet=3]
897 9696471 # [index ibit=128], [index idet=3]
898 10093814 # [index ibit=129], [index idet=3]
899 10491156 # [index ibit=130], [index idet=3]
900 10888479 # [index ibit=131], [index idet=3]
901 11285821 # [index ibit=132], [index idet=3]
902 11683164 # [index ibit=133], [index idet=3]
903 12080506 # [index ibit=134], [index idet=3]
904 12477849 # [index ibit=135], [index idet=3]
905 12875172 # [index ibit=136], [index idet=3]
906 13272514 # [index ibit=137], [index idet=3]
907 13669857 # [index ibit=138], [index idet=3]
908 14067199 # [index ibit=139], [index idet=3]
909 14464542 # [index ibit=140], [index idet=3]
910 14861865 # [index ibit=141], [index idet=3]
911 15259207 # [index ibit=142], [index idet=3]
912 15656550 # [index ibit=143], [index idet=3]
913 16252554 # [index ibit=144], [index idet=3]
914 17047238 # [index ibit=145], [index idet=3]
915 17841904 # [index ibit=146], [index idet=3]
916 18636589 # [index ibit=147], [index idet=3]
917 19431215 # [index ibit=148], [index idet=3]
918 20225978 # [index ibit=149], [index idet=3]
919 21020546 # [index ibit=150], [index idet=3]
920 21815309 # [index ibit=151], [index idet=3]
921 22609877 # [index ibit=152], [index idet=3]
922 23404640 # [index ibit=153], [index idet=3]
923 24199402 # [index ibit=154], [index idet=3]
924 24993971 # [index ibit=155], [index idet=3]
925 25788733 # [index ibit=156], [index idet=3]
926 26583302 # [index ibit=157], [index idet=3]
927 27378064 # [index ibit=158], [index idet=3]
928 28172633 # [index ibit=159], [index idet=3]
929 28967395 # [index ibit=160], [index idet=3]
930 29762158 # [index ibit=161], [index idet=3]
931 30556726 # [index ibit=162], [index idet=3]
932 31351489 # [index ibit=163], [index idet=3]
933 32543342 # [index ibit=164], [index idet=3]
934 34132867 # [index ibit=165], [index idet=3]
935 35722198 # [index ibit=166], [index idet=3]
936 37311529 # [index ibit=167], [index idet=3]
937 38900859 # [index ibit=168], [index idet=3]
938 40490190 # [index ibit=169], [index idet=3]
939 42079521 # [index ibit=170], [index idet=3]
940 43668852 # [index ibit=171], [index idet=3]
941 45258183 # [index ibit=172], [index idet=3]
942 46847708 # [index ibit=173], [index idet=3]
943 48437039 # [index ibit=174], [index idet=3]
944 50026370 # [index ibit=175], [index idet=3]
945 51615701 # [index ibit=176], [index idet=3]
946 53205032 # [index ibit=177], [index idet=3]
947 54794363 # [index ibit=178], [index idet=3]
948 56383694 # [index ibit=179], [index idet=3]
949 57973025 # [index ibit=180], [index idet=3]
950 59562356 # [index ibit=181], [index idet=3]
951 61151881 # [index ibit=182], [index idet=3]
952 62741212 # [index ibit=183], [index idet=3]
953 64330543 # [index ibit=184], [index idet=3]
954 66714637 # [index ibit=185], [index idet=3]
955 69893299 # [index ibit=186], [index idet=3]
956 73071961 # [index ibit=187], [index idet=3]
957 76250622 # [index ibit=188], [index idet=3]
958 79429284 # [index ibit=189], [index idet=3]
959 82608140 # [index ibit=190], [index idet=3]
960 85786802 # [index ibit=191], [index idet=3]
961 79815506 # [index ibit=192], [index idet=3]
962 82938079 # [index ibit=193], [index idet=3]
963 86060457 # [index ibit=194], [index idet=3]
